,mutation,Mean(LP),Std(Speed),Std(SA),Max(LP),Max(Acc),Max(SA),Mean(SA),Mean(SAS),Std(SAS),Mean(LS),Std(LS),Min(LP),Std(LP),Max(Speed),Mean(Acc),Min(Acc),Std(Acc),Mean(TPP),Std(TPP)
45,udacity_make_output_classes_overlap_mutated0_MP_50.0,"('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -2.753759991788099')","('killed: True', 'Sector number: 20', ' p_value: 0.002', ' effect_size: 0.9748632813760487')","('killed: True', 'Sector number: 1', ' p_value: 0.024', ' effect_size: -0.7155629184697746')","('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -2.197657817017646')","('killed: True', 'Sector number: 0', ' p_value: 0.038', ' effect_size: 0.6555450820377429')","('killed: True', 'Sector number: 1', ' p_value: 0.009', ' effect_size: -0.830548584226081')","('killed: True', 'Sector number: 1', ' p_value: 0.02', ' effect_size: -0.7361577157109476')","('killed: True', 'Sector number: 13', ' p_value: 0.023', ' effect_size: 0.7176394112846436')","('killed: True', 'Sector number: 1', ' p_value: 0.0', ' effect_size: -1.7521850964020496')","('killed: True', 'Sector number: 5', ' p_value: 0.033', ' effect_size: -0.6740583379558148')","('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.153352072096142')","('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.5262392088049535')","('killed: True', 'Sector number: 0', ' p_value: 0.008', ' effect_size: -0.84400191639813')","('killed: True', 'Sector number: 1', ' p_value: 0.028', ' effect_size: 0.6952266448084963')","('killed: True', 'Sector number: 21', ' p_value: 0.016', ' effect_size: 0.7611642261688325')","('killed: True', 'Sector number: 6', ' p_value: 0.001', ' effect_size: 1.0244636830919784')","('killed: True', 'Sector number: 3', ' p_value: 0.002', ' effect_size: -0.9833838935438797')","('killed: True', 'Sector number: 5', ' p_value: 0.033', ' effect_size: 0.6760115077951506')","('killed: True', 'Sector number: 3', ' p_value: 0.009', ' effect_size: -0.826251721025828')"
46,udacity_make_output_classes_overlap_mutated0_MP_6.25,"('killed: True', 'Sector number: 3', ' p_value: 0.034', ' effect_size: -0.6706962632654397')",Not killed by this metric,"('killed: True', 'Sector number: 23', ' p_value: 0.019', ' effect_size: -0.74310584821626')","('killed: True', 'Sector number: 10', ' p_value: 0.004', ' effect_size: -0.9233936361024377')","('killed: True', 'Sector number: 1', ' p_value: 0.002', ' effect_size: 0.9724765538343083')","('killed: True', 'Sector number: 16', ' p_value: 0.009', ' effect_size: -0.8220235134149155')","('killed: True', 'Sector number: 3', ' p_value: 0.014', ' effect_size: -0.7795382476753441')",Not killed by this metric,"('killed: True', 'Sector number: 0', ' p_value: 0.047', ' effect_size: -0.6272394326599927')",Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.1531118854953584')","('killed: True', 'Sector number: 3', ' p_value: 0.038', ' effect_size: -0.6555242554893287')","('killed: True', 'Sector number: 10', ' p_value: 0.004', ' effect_size: -0.9090466906038825')","('killed: True', 'Sector number: 2', ' p_value: 0.027', ' effect_size: 0.6982618585369302')","('killed: True', 'Sector number: 2', ' p_value: 0.005', ' effect_size: 0.8885412791541268')","('killed: True', 'Sector number: 10', ' p_value: 0.023', ' effect_size: 0.7211691819366777')","('killed: True', 'Sector number: 3', ' p_value: 0.007', ' effect_size: -0.847562507584144')","('killed: True', 'Sector number: 9', ' p_value: 0.046', ' effect_size: 0.6303699471778214')","('killed: True', 'Sector number: 15', ' p_value: 0.031', ' effect_size: -0.6838736060474088')"
47,udacity_remove_activation_function_mutated0_MP_1,"('killed: True', 'Sector number: 12', ' p_value: 0.02', ' effect_size: -0.7368906835226068')",Not killed by this metric,"('killed: True', 'Sector number: 15', ' p_value: 0.003', ' effect_size: -0.9348852015898991')","('killed: True', 'Sector number: 10', ' p_value: 0.033', ' effect_size: -0.6726239545496986')","('killed: True', 'Sector number: 0', ' p_value: 0.001', ' effect_size: 1.0618032078828539')","('killed: True', 'Sector number: 0', ' p_value: 0.044', ' effect_size: -0.6368128425509384')","('killed: True', 'Sector number: 16', ' p_value: 0.029', ' effect_size: -0.6896319027064092')","('killed: True', 'Sector number: 3', ' p_value: 0.018', ' effect_size: 0.7512871954589598')",Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 14', ' p_value: 0.002', ' effect_size: -1.0010360137500647')",Not killed by this metric,"('killed: True', 'Sector number: 10', ' p_value: 0.034', ' effect_size: -0.6705247794106185')","('killed: True', 'Sector number: 25', ' p_value: 0.024', ' effect_size: 0.7128804438671326')","('killed: True', 'Sector number: 2', ' p_value: 0.047', ' effect_size: 0.6273015261012346')","('killed: True', 'Sector number: 15', ' p_value: 0.011', ' effect_size: 0.8044490570305444')","('killed: True', 'Sector number: 15', ' p_value: 0.002', ' effect_size: -0.9797309853050706')","('killed: True', 'Sector number: 9', ' p_value: 0.038', ' effect_size: 0.655086085249521')","('killed: True', 'Sector number: 15', ' p_value: 0.0', ' effect_size: -1.103056020259696')"
48,udacity_remove_activation_function_mutated0_MP_2,"('killed: True', 'Sector number: 20', ' p_value: 0.037', ' effect_size: -0.6599762096398153')","('killed: True', 'Sector number: 1', ' p_value: 0.022', ' effect_size: 0.7245412326903973')","('killed: True', 'Sector number: 2', ' p_value: 0.007', ' effect_size: -0.8583673228923426')",Not killed by this metric,"('killed: True', 'Sector number: 2', ' p_value: 0.0', ' effect_size: 1.7024943772270913')",Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.017', ' effect_size: 0.753056235856986')","('killed: True', 'Sector number: 26', ' p_value: 0.043', ' effect_size: -0.6402247713295657')","('killed: True', 'Sector number: 3', ' p_value: 0.037', ' effect_size: -0.6607702107881933')","('killed: True', 'Sector number: 14', ' p_value: 0.0', ' effect_size: -1.3780698659070332')","('killed: True', 'Sector number: 3', ' p_value: 0.022', ' effect_size: -0.7258067447689173')","('killed: True', 'Sector number: 26', ' p_value: 0.029', ' effect_size: -0.68935480017107')","('killed: True', 'Sector number: 2', ' p_value: 0.012', ' effect_size: 0.7899665719125237')","('killed: True', 'Sector number: 2', ' p_value: 0.04', ' effect_size: 0.6480027840630677')",Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.002', ' effect_size: -0.9903076414723797')","('killed: True', 'Sector number: 1', ' p_value: 0.005', ' effect_size: 0.890596316180409')","('killed: True', 'Sector number: 15', ' p_value: 0.036', ' effect_size: -0.6629937731702342')"
49,udacity_remove_validation_set_mutated0_MP,"('killed: True', 'Sector number: 10', ' p_value: 0.004', ' effect_size: -0.9078877880068689')",Not killed by this metric,"('killed: True', 'Sector number: 2', ' p_value: 0.008', ' effect_size: -0.8322800104068464')","('killed: True', 'Sector number: 10', ' p_value: 0.005', ' effect_size: -0.8788501671296658')","('killed: True', 'Sector number: 2', ' p_value: 0.003', ' effect_size: 0.9528742442510096')","('killed: True', 'Sector number: 2', ' p_value: 0.01', ' effect_size: -0.8157073012190567')",Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.032', ' effect_size: 0.6797867532184367')",Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.2041014031157595')","('killed: True', 'Sector number: 14', ' p_value: 0.041', ' effect_size: -0.6477061390830818')","('killed: True', 'Sector number: 1', ' p_value: 0.017', ' effect_size: -0.7524867289583628')","('killed: True', 'Sector number: 10', ' p_value: 0.019', ' effect_size: -0.7439046106543709')","('killed: True', 'Sector number: 3', ' p_value: 0.024', ' effect_size: 0.7141377595871392')","('killed: True', 'Sector number: 15', ' p_value: 0.032', ' effect_size: 0.6763144157974216')",Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.014', ' effect_size: -0.7756443257539247')","('killed: True', 'Sector number: 9', ' p_value: 0.033', ' effect_size: 0.6727552361694116')","('killed: True', 'Sector number: 3', ' p_value: 0.002', ' effect_size: -0.9890329949040325')"
50,udacity_unbalance_train_data_mutated0_MP_25.0,"('killed: True', 'Sector number: 0', ' p_value: 0.005', ' effect_size: -0.8888862205070457')","('killed: True', 'Sector number: 6', ' p_value: 0.045', ' effect_size: 0.6350386117509628')",Not killed by this metric,"('killed: True', 'Sector number: 0', ' p_value: 0.038', ' effect_size: -0.6569708140562299')","('killed: True', 'Sector number: 2', ' p_value: 0.0', ' effect_size: 1.7519961684572671')",Not killed by this metric,"('killed: True', 'Sector number: 0', ' p_value: 0.003', ' effect_size: -0.954993394257141')","('killed: True', 'Sector number: 9', ' p_value: 0.006', ' effect_size: 0.8652504984155802')",Not killed by this metric,"('killed: True', 'Sector number: 0', ' p_value: 0.009', ' effect_size: -0.8247593067976285')","('killed: True', 'Sector number: 14', ' p_value: 0.0', ' effect_size: -1.171073545964399')","('killed: True', 'Sector number: 0', ' p_value: 0.015', ' effect_size: -0.7693364300635711')","('killed: True', 'Sector number: 23', ' p_value: 0.046', ' effect_size: -0.6312031634219643')",Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 24', ' p_value: 0.017', ' effect_size: 0.7573072934891262')","('killed: True', 'Sector number: 3', ' p_value: 0.033', ' effect_size: -0.672915752600946')",Not killed by this metric,"('killed: True', 'Sector number: 0', ' p_value: 0.005', ' effect_size: -0.8802887092339835')"
51,udacity_unbalance_train_data_mutated0_MP_37.5,"('killed: True', 'Sector number: 10', ' p_value: 0.014', ' effect_size: -0.7785889183632345')",Not killed by this metric,"('killed: True', 'Sector number: 25', ' p_value: 0.008', ' effect_size: -0.8405353045531744')","('killed: True', 'Sector number: 10', ' p_value: 0.002', ' effect_size: -1.002788118107376')","('killed: True', 'Sector number: 2', ' p_value: 0.0', ' effect_size: 1.6779943970772273')",Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.002', ' effect_size: 0.9561503337569935')",Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.001', ' effect_size: -1.0050945019709834')","('killed: True', 'Sector number: 14', ' p_value: 0.007', ' effect_size: -0.8521607106535745')","('killed: True', 'Sector number: 11', ' p_value: 0.032', ' effect_size: -0.6782481491605019')","('killed: True', 'Sector number: 10', ' p_value: 0.001', ' effect_size: -1.0595971645313804')","('killed: True', 'Sector number: 26', ' p_value: 0.047', ' effect_size: 0.6281916595469063')","('killed: True', 'Sector number: 2', ' p_value: 0.043', ' effect_size: 0.6412842250092985')","('killed: True', 'Sector number: 25', ' p_value: 0.028', ' effect_size: 0.6936795727406729')",Not killed by this metric,Not killed by this metric,Not killed by this metric
52,udacity_unbalance_train_data_mutated0_MP_43.75,"('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: -1.2014109961693664')","('killed: True', 'Sector number: 13', ' p_value: 0.033', ' effect_size: 0.6745967295095475')",Not killed by this metric,"('killed: True', 'Sector number: 0', ' p_value: 0.001', ' effect_size: -1.072490694038012')","('killed: True', 'Sector number: 0', ' p_value: 0.001', ' effect_size: 1.0119210227191053')","('killed: True', 'Sector number: 2', ' p_value: 0.032', ' effect_size: -0.679864494721019')","('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: -1.1402926768592676')","('killed: True', 'Sector number: 0', ' p_value: 0.005', ' effect_size: 0.8859982191488197')",Not killed by this metric,"('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: -1.354107010010942')","('killed: True', 'Sector number: 3', ' p_value: 0.009', ' effect_size: -0.8215509811490634')","('killed: True', 'Sector number: 0', ' p_value: 0.001', ' effect_size: -1.0152279660844639')","('killed: True', 'Sector number: 0', ' p_value: 0.026', ' effect_size: -0.7025675200366299')","('killed: True', 'Sector number: 3', ' p_value: 0.031', ' effect_size: 0.6829271295066839')",Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.033', ' effect_size: 0.6753258056305196')","('killed: True', 'Sector number: 3', ' p_value: 0.002', ' effect_size: -0.9901217102541009')","('killed: True', 'Sector number: 3', ' p_value: 0.008', ' effect_size: 0.8364680096779297')","('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: -1.1269701045269886')"
53,udacity_unbalance_train_data_mutated0_MP_46.88,"('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: -1.444502999958593')","('killed: True', 'Sector number: 13', ' p_value: 0.033', ' effect_size: 0.6724012908899721')",Not killed by this metric,"('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: -1.3423221058854298')","('killed: True', 'Sector number: 0', ' p_value: 0.034', ' effect_size: 0.6712594662197798')","('killed: True', 'Sector number: 2', ' p_value: 0.033', ' effect_size: -0.6730303009783231')","('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: -1.7666251611506474')","('killed: True', 'Sector number: 0', ' p_value: 0.002', ' effect_size: 0.9915522213656343')",Not killed by this metric,"('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: -1.4586785571379715')","('killed: True', 'Sector number: 0', ' p_value: 0.042', ' effect_size: -0.6433922714335184')","('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: -1.322079304153218')","('killed: True', 'Sector number: 0', ' p_value: 0.014', ' effect_size: -0.7763732286290895')","('killed: True', 'Sector number: 6', ' p_value: 0.002', ' effect_size: 1.0001827986428946')","('killed: True', 'Sector number: 2', ' p_value: 0.018', ' effect_size: 0.7497850758596365')",Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.006', ' effect_size: -0.8657612197975567')","('killed: True', 'Sector number: 1', ' p_value: 0.001', ' effect_size: 1.0934379617265277')","('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: -1.4634308440861414')"
54,udacity_unbalance_train_data_mutated0_MP_50.0,"('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: -1.3667419295499181')","('killed: True', 'Sector number: 6', ' p_value: 0.013', ' effect_size: 0.7849675107459771')","('killed: True', 'Sector number: 21', ' p_value: 0.028', ' effect_size: -0.6967079048116853')","('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: -1.2371091443371145')","('killed: True', 'Sector number: 0', ' p_value: 0.003', ' effect_size: 0.9289796931505405')",Not killed by this metric,"('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: -1.4433062786806472')","('killed: True', 'Sector number: 0', ' p_value: 0.004', ' effect_size: 0.9050453061265804')",Not killed by this metric,"('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: -1.3271935277091627')","('killed: True', 'Sector number: 0', ' p_value: 0.048', ' effect_size: -0.6265163498982472')","('killed: True', 'Sector number: 0', ' p_value: 0.001', ' effect_size: -1.0133174464935306')","('killed: True', 'Sector number: 10', ' p_value: 0.003', ' effect_size: -0.9522587476824285')","('killed: True', 'Sector number: 6', ' p_value: 0.025', ' effect_size: 0.7094362021817867')","('killed: True', 'Sector number: 21', ' p_value: 0.012', ' effect_size: 0.7928660025755543')","('killed: True', 'Sector number: 21', ' p_value: 0.014', ' effect_size: 0.7786350476287369')","('killed: True', 'Sector number: 3', ' p_value: 0.009', ' effect_size: -0.8222335799609345')","('killed: True', 'Sector number: 1', ' p_value: 0.005', ' effect_size: 0.8936691538915452')","('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: -1.6289405439206615')"
55,udacity_change_activation_function_mutated0_MP_softmax_4,Not killed by this metric,"('killed: True', 'Sector number: 1', ' p_value: 0.004', ' effect_size: 0.920907374505377')",Not killed by this metric,"('killed: True', 'Sector number: 26', ' p_value: 0.022', ' effect_size: -0.726756090181887')","('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: 2.286603375780129')","('killed: True', 'Sector number: 21', ' p_value: 0.045', ' effect_size: -0.6326665829704213')","('killed: True', 'Sector number: 14', ' p_value: 0.006', ' effect_size: -0.8757641191531641')","('killed: True', 'Sector number: 3', ' p_value: 0.025', ' effect_size: 0.7067227182870447')",Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.024', ' effect_size: -0.7148466693092485')","('killed: True', 'Sector number: 21', ' p_value: 0.021', ' effect_size: -0.7323091708354075')","('killed: True', 'Sector number: 13', ' p_value: 0.044', ' effect_size: -0.638341526528933')","('killed: True', 'Sector number: 16', ' p_value: 0.024', ' effect_size: -0.713963803240964')",Not killed by this metric,"('killed: True', 'Sector number: 0', ' p_value: 0.005', ' effect_size: 0.8902044383630638')",Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 1', ' p_value: 0.048', ' effect_size: 0.6248456229477931')",Not killed by this metric
56,udacity_change_activation_function_mutated0_MP_tanh_4,Not killed by this metric,"('killed: True', 'Sector number: 1', ' p_value: 0.035', ' effect_size: 0.6673074290545554')","('killed: True', 'Sector number: 15', ' p_value: 0.024', ' effect_size: -0.7115354546902767')","('killed: True', 'Sector number: 10', ' p_value: 0.014', ' effect_size: -0.7735272654431363')","('killed: True', 'Sector number: 1', ' p_value: 0.0', ' effect_size: 1.2826771220875939')","('killed: True', 'Sector number: 16', ' p_value: 0.009', ' effect_size: -0.8236271153069252')","('killed: True', 'Sector number: 12', ' p_value: 0.011', ' effect_size: -0.7999476507347548')","('killed: True', 'Sector number: 16', ' p_value: 0.011', ' effect_size: 0.805224215367478')",Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.002', ' effect_size: -0.9872302014533015')","('killed: True', 'Sector number: 14', ' p_value: 0.0', ' effect_size: -1.103048520855582')","('killed: True', 'Sector number: 10', ' p_value: 0.044', ' effect_size: -0.6367013065946043')","('killed: True', 'Sector number: 10', ' p_value: 0.02', ' effect_size: -0.7342951927709915')","('killed: True', 'Sector number: 25', ' p_value: 0.047', ' effect_size: 0.6278968108905677')",Not killed by this metric,"('killed: True', 'Sector number: 24', ' p_value: 0.034', ' effect_size: 0.669244177269774')","('killed: True', 'Sector number: 3', ' p_value: 0.013', ' effect_size: -0.7865800952414115')",Not killed by this metric,"('killed: True', 'Sector number: 15', ' p_value: 0.048', ' effect_size: -0.6255118828050275')"
57,udacity_change_dropout_rate_mutated0_MP_0.25_0.25_6,Not killed by this metric,"('killed: True', 'Sector number: 2', ' p_value: 0.007', ' effect_size: 0.8494208768974884')","('killed: True', 'Sector number: 2', ' p_value: 0.001', ' effect_size: -1.0788513698223292')","('killed: True', 'Sector number: 10', ' p_value: 0.006', ' effect_size: -0.8665482643148461')","('killed: True', 'Sector number: 0', ' p_value: 0.0', ' effect_size: 1.7135693054024823')","('killed: True', 'Sector number: 15', ' p_value: 0.004', ' effect_size: -0.914645617269821')","('killed: True', 'Sector number: 14', ' p_value: 0.013', ' effect_size: -0.7859647055019865')","('killed: True', 'Sector number: 3', ' p_value: 0.002', ' effect_size: 0.9598931829008586')",Not killed by this metric,"('killed: True', 'Sector number: 21', ' p_value: 0.001', ' effect_size: -1.0338502022620122')","('killed: True', 'Sector number: 15', ' p_value: 0.013', ' effect_size: -0.7821264165981837')",Not killed by this metric,"('killed: True', 'Sector number: 0', ' p_value: 0.012', ' effect_size: -0.7944072244946377')","('killed: True', 'Sector number: 2', ' p_value: 0.008', ' effect_size: 0.8325059275421229')","('killed: True', 'Sector number: 0', ' p_value: 0.011', ' effect_size: 0.8042176655276958')","('killed: True', 'Sector number: 2', ' p_value: 0.047', ' effect_size: 0.6289419988262218')","('killed: True', 'Sector number: 3', ' p_value: 0.023', ' effect_size: -0.7165262188875734')","('killed: True', 'Sector number: 2', ' p_value: 0.001', ' effect_size: 1.0556815607185')","('killed: True', 'Sector number: 2', ' p_value: 0.04', ' effect_size: -0.6506453512031454')"
58,udacity_change_dropout_rate_mutated0_MP_1.0_1.0_6,Not killed by this metric,"('killed: True', 'Sector number: 2', ' p_value: 0.007', ' effect_size: 0.8469636641843987')","('killed: True', 'Sector number: 2', ' p_value: 0.023', ' effect_size: -0.7202355821500597')","('killed: True', 'Sector number: 10', ' p_value: 0.004', ' effect_size: -0.907089215423228')","('killed: True', 'Sector number: 0', ' p_value: 0.007', ' effect_size: 0.849397818854412')","('killed: True', 'Sector number: 15', ' p_value: 0.037', ' effect_size: -0.6609191052437885')",Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.049', ' effect_size: 0.6214089672131442')",Not killed by this metric,"('killed: True', 'Sector number: 16', ' p_value: 0.023', ' effect_size: -0.7191522006086148')","('killed: True', 'Sector number: 12', ' p_value: 0.004', ' effect_size: -0.908899997404571')","('killed: True', 'Sector number: 13', ' p_value: 0.024', ' effect_size: -0.7145110450514419')","('killed: True', 'Sector number: 10', ' p_value: 0.0', ' effect_size: -1.111731827598784')","('killed: True', 'Sector number: 2', ' p_value: 0.037', ' effect_size: 0.6582048960520587')","('killed: True', 'Sector number: 2', ' p_value: 0.001', ' effect_size: 1.0201408787079242')","('killed: True', 'Sector number: 15', ' p_value: 0.009', ' effect_size: 0.8286382530641384')","('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.2681975875542004')","('killed: True', 'Sector number: 2', ' p_value: 0.02', ' effect_size: 0.734560465014024')","('killed: True', 'Sector number: 15', ' p_value: 0.001', ' effect_size: -1.0107836119402875')"
59,udacity_change_label_mutated0_MP_18.75,Not killed by this metric,"('killed: True', 'Sector number: 2', ' p_value: 0.006', ' effect_size: 0.8661962551710192')","('killed: True', 'Sector number: 2', ' p_value: 0.004', ' effect_size: -0.9108046936075838')","('killed: True', 'Sector number: 15', ' p_value: 0.049', ' effect_size: -0.6232632442596346')","('killed: True', 'Sector number: 1', ' p_value: 0.003', ' effect_size: 0.9506405110771959')","('killed: True', 'Sector number: 16', ' p_value: 0.013', ' effect_size: -0.7892189324898414')","('killed: True', 'Sector number: 16', ' p_value: 0.037', ' effect_size: -0.6595516038080392')","('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: 1.153443812870433')",Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 12', ' p_value: 0.014', ' effect_size: -0.7808319687681015')","('killed: True', 'Sector number: 3', ' p_value: 0.019', ' effect_size: -0.7446940177613895')","('killed: True', 'Sector number: 10', ' p_value: 0.024', ' effect_size: -0.7149579198854727')","('killed: True', 'Sector number: 2', ' p_value: 0.006', ' effect_size: 0.873775696091641')","('killed: True', 'Sector number: 2', ' p_value: 0.001', ' effect_size: 1.0924613977864548')","('killed: True', 'Sector number: 20', ' p_value: 0.018', ' effect_size: 0.7500326016530604')","('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.3458393691710733')","('killed: True', 'Sector number: 2', ' p_value: 0.023', ' effect_size: 0.7179935901513153')","('killed: True', 'Sector number: 2', ' p_value: 0.032', ' effect_size: -0.6766458729234249')"
60,udacity_change_weights_initialisation_mutated0_MP_truncated_normal_4,Not killed by this metric,"('killed: True', 'Sector number: 2', ' p_value: 0.003', ' effect_size: 0.9545890705844191')","('killed: True', 'Sector number: 2', ' p_value: 0.001', ' effect_size: -1.0466843104336423')","('killed: True', 'Sector number: 10', ' p_value: 0.005', ' effect_size: -0.8883709717488116')","('killed: True', 'Sector number: 0', ' p_value: 0.043', ' effect_size: 0.6414367434183477')","('killed: True', 'Sector number: 9', ' p_value: 0.01', ' effect_size: -0.8128017135695079')","('killed: True', 'Sector number: 14', ' p_value: 0.029', ' effect_size: -0.6900221308844705')","('killed: True', 'Sector number: 8', ' p_value: 0.046', ' effect_size: 0.6314717975806421')",Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.240604108127415')",Not killed by this metric,"('killed: True', 'Sector number: 10', ' p_value: 0.009', ' effect_size: -0.8266420704427757')","('killed: True', 'Sector number: 2', ' p_value: 0.023', ' effect_size: 0.7190621052584808')","('killed: True', 'Sector number: 0', ' p_value: 0.017', ' effect_size: 0.7520197655341674')",Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.5150848274563624')","('killed: True', 'Sector number: 2', ' p_value: 0.019', ' effect_size: 0.7413936160249462')","('killed: True', 'Sector number: 15', ' p_value: 0.024', ' effect_size: -0.7152923004389862')"
61,udacity_delete_training_data_mutated0_MP_12.38,Not killed by this metric,"('killed: True', 'Sector number: 2', ' p_value: 0.048', ' effect_size: 0.6244805172739232')","('killed: True', 'Sector number: 2', ' p_value: 0.02', ' effect_size: -0.7357340142303949')","('killed: True', 'Sector number: 21', ' p_value: 0.045', ' effect_size: -0.6324743115526256')","('killed: True', 'Sector number: 0', ' p_value: 0.005', ' effect_size: 0.8836948152231786')","('killed: True', 'Sector number: 21', ' p_value: 0.014', ' effect_size: -0.777494711136073')","('killed: True', 'Sector number: 20', ' p_value: 0.002', ' effect_size: -0.9809189773813979')","('killed: True', 'Sector number: 3', ' p_value: 0.009', ' effect_size: 0.827842939785999')",Not killed by this metric,Not killed by this metric,Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 21', ' p_value: 0.015', ' effect_size: -0.76601150482723')","('killed: True', 'Sector number: 21', ' p_value: 0.017', ' effect_size: 0.7567600579005376')","('killed: True', 'Sector number: 2', ' p_value: 0.009', ' effect_size: 0.8228814171463724')",Not killed by this metric,"('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.3292100269208134')","('killed: True', 'Sector number: 15', ' p_value: 0.026', ' effect_size: 0.7041464030195804')","('killed: True', 'Sector number: 3', ' p_value: 0.012', ' effect_size: -0.7955296158261513')"
62,udacity_delete_training_data_mutated0_MP_15.48,Not killed by this metric,"('killed: True', 'Sector number: 2', ' p_value: 0.007', ' effect_size: 0.8600095249852652')","('killed: True', 'Sector number: 15', ' p_value: 0.007', ' effect_size: -0.8592897943937358')","('killed: True', 'Sector number: 23', ' p_value: 0.038', ' effect_size: -0.6557172230389344')","('killed: True', 'Sector number: 1', ' p_value: 0.0', ' effect_size: 1.1730730783924517')","('killed: True', 'Sector number: 16', ' p_value: 0.03', ' effect_size: -0.68489791664002')","('killed: True', 'Sector number: 20', ' p_value: 0.013', ' effect_size: -0.7884257990991074')","('killed: True', 'Sector number: 20', ' p_value: 0.011', ' effect_size: 0.8075687603814882')",Not killed by this metric,Not killed by this metric,"('killed: True', 'Sector number: 16', ' p_value: 0.048', ' effect_size: -0.624317643214477')",Not killed by this metric,"('killed: True', 'Sector number: 10', ' p_value: 0.038', ' effect_size: -0.6547287853123774')","('killed: True', 'Sector number: 16', ' p_value: 0.033', ' effect_size: 0.6748010324686861')","('killed: True', 'Sector number: 2', ' p_value: 0.0', ' effect_size: 1.1233339779652063')","('killed: True', 'Sector number: 15', ' p_value: 0.027', ' effect_size: 0.7012284181560142')","('killed: True', 'Sector number: 3', ' p_value: 0.0', ' effect_size: -1.233916637742115')","('killed: True', 'Sector number: 2', ' p_value: 0.007', ' effect_size: 0.8527538842414819')","('killed: True', 'Sector number: 4', ' p_value: 0.031', ' effect_size: -0.6825614948167593')"
